,text,label
485,坦然处之，刚开始的紧张担心是必然的，但这个心理建设过程很短，3天左右就都乐观了，因为大家都阳了。,0
486,南方确实总是走在前面，不服不行。,0
487,拼免疫力的时候来了，全民防疫不如全民健身吧,1
488,这种新闻就别来了，让好不容易恢复正常的老百姓过几天安稳日子，好好挣钱吧！正常防护！,2
489,瑟瑟发抖，之前封的三年都白封了,2
490,来来来，做核酸，做核酸，请赶快过来做核酸。,1
491,郑州社区刘红英书记，疫情就影响了你家阖家团圆给你女儿过生日啊。还要在发布会上卖惨啊！,2
492,哈尔滨什么时候能恢复正常的生活呢！十多天了，虽然没有完全静默，但是除了生活必需品的所有商业门店都关门，小区凭出入门整一天一人两个小时，就这样还每天很多社会面出现，这样落后的省会城市什么时候能进步一点！防疫没有问题，但是能不能不要再用这么影响人折腾人折磨人的方式防疫了！,2
493,真TM的想爆粗口，这都什么人，朋友好好的防护着，努力上班，家里还有孩子，这人的道德素质太低下了！,2
494,没有看到几个媒体人报道疫情下普通百姓生活压力有多大，只看到很多媒体人报道生活越来越好，有网友认为这个词条就是在为全国核酸付费做铺垫，紧接着再来一波国外做核酸有多贵！你们怎么看？,2
495,港区呢？只字不提？为什么这几天又静默了？一直不解封。,2
496,现在出门大部分人都不戴口罩了。,1
497,最近新冠疫情严峻，大家一方面出行记得做好防护措施，另一方面，家中必要的物资储存也不能少哦！,1
498,“确诊”两个字，对于很多人来说，曾经是多么的遥远！可变化得太快了，谁曾想在家里也都要戴口罩，无法跟家人亲密无间地交流？九成以上感染是什么概念？可如当初无法相信的预言那样，人们纷纷“阳”了，挤进那不到百分之十的人群，在这恶劣的环境包围下还能“幸存”着，真是万幸！但愿与家人能继续幸运下去，人们经过一番煎熬，第一波高峰终于过去了！即将迎来新的一年，但愿日后没有第二波疫情，但愿世人安康，快乐地迎接那崭新的一年！,0
499,看着到处旅游，拥堵的。觉得这郭家好奇怪!好像走了似的。这几年，每年都超额死亡100多万!都视而不见!躺平之是多少？总是说没事。然后，专家没名没有讣告去年死了62还是不完全统计中锅才130种印度放开的早，都200多种专家，院士你们觉得中锅会比印度少？这样天天说拜年话没事没事天天温水煮青蛙是不是，都是汉间？!要是破亿了怎么办？传染都破十几亿了这的确世界第一够丢人的说:死亡破亿怎么办？25%老年人死一半（1.75亿）稀奇么鸡滴屁最少，少了2万亿呵呵。,2
500,实际实况:发热门诊每天100个阳性，只要现在发热，基本是新冠没跑了。不测就没有，你再测一次全区核酸看看。,2
501,说的不好，没感动，只觉得尴尬！满分100，给1分都多了！,2
502,政府的公信力呢？党员的实事求是呢？,2
503,真是无语，当初上海为什么不让放开，本来要放开的，又给上面拉回去。把经济给搞死了，开放以来，经济最差的一年！,2
504,郑州扯了这么好几天，到底有多少病例？多少例无症状感染者数据统计出来没？,2
505,学了半年的行政救济法，遇到疫情防控都变成了一张废纸，就是不讲道理更不讲法律。 湖北抄作业会抄吧？,2
506,做高冒险、高利润性质的事情，对运气的要求比较高，不同于一般。这叫捞偏门。想捞偏门？先问问自己有没有这个面相。,2
507,第六周了，请问今年还让上班吗？,1
508,最新消息，俺居住这一栋居民楼里，俺楼上的那一户居民，俺楼下的那一户居民，都感染新冠病毒了。我难道会独善其身吗？我估计我也快了快了……唉！,2
509,因为对于我们即将要高考的比较重要，隔壁班过几节课就走几个人,2
510,这么冷的天气，外面除了咳嗽没有别的。,2
511,当所有人认为感冒一下是政治正确，然后那些阳性患者不戴口罩，觉得反正自己已经感染的，无所谓了。然后那些戴着口罩全副武装的人反而成了小丑，他当然知道这是大势所趋，但是没事为什么要生病呢，为什么所谓的感冒就变成了正常行为呢？,2
512,要不这样吧，重新开个省，把不想放开的都移送到那儿去生活。然后其他地方都回归yq前。我相信大部分人已经不想再这样下去了。,1
513,病毒又没消失，有人感染也是事实。为什么不能提？,2
514,你就直接说之前阳过的不免疫xbb，就行了。,2
515,昨天全国9500多人感染，死亡5人；而美国昨日新增32.7万，死了快2200人，不知道那些封控爱好者嚎个啥劲？对比一下这些数据，还对政府的工作不满？这些质疑防疫工作、鸡蛋里挑骨头的人，到处抱怨，制造社会对立情绪，莫不是行走的50万？,2
516,自1月8日起对新型冠状病毒感染实施“乙类乙管”。“乙类乙管”意味着工作重心由防范全人群感染转移到保护重点人群、降低重症和死亡。那么所谓全员核酸本身就无法强制，那么就算做核酸也只能是自愿。我其实觉得各地都可以留几个自费核酸点自愿去做，觉得自己发烧了不舒服可以去测一个，然后考虑用不用去医院，没有症状的没有必要老检查耽误时间。,1
517,发布会，要讲真话，办实事，不该成为秀——可惜，表演，已经深入骨髓，感动，难以自已。,2
518,新冠后遗症之一是味觉嗅觉会丧失啊，还有多多分享相关药物。,1
519,供参考！一定要当心，新冠疫情不是你想的那么简单，再说一次，那些盲目“开放”的城市，用不了多久就会被病毒打的头破血流，并且成为防疫抗疫的罪人！,2
520,相信会越来越好的！,0
521,微博是懂得如何吓人的。昨天晚上怎么都睡不着，以为是下午睡多了刚刚挡窗户的垫子一整个掉落以为它为我“阳转阴”而欢脱了粘上还是睡不着打开微博“失眠可能是肺出问题了”我真的会谢的一天天的不要这么吓孩子了。,2
522,现在的疫情防控，是不得已的放开了，固守动态清零的方式已经不可行，让我们面对现实吧，积极防护，稳妥治疗，不要在网上吵来吵去了。,1
523,阳了之后很容易焦虑，在群里答应大家搞个2022年的总结活动，我得先写个样本出来，死活没思路，大家也这样吗？,2
524,阳康后小瑄首次野河钓鱼，临近傍晚大鲫鱼咬钩疯狂，这下钓过瘾了。,0
525,终究是医护扛下了所有，每天都在羊群穿梭，大家都拖着病体去上班，累到不想说话。希望每一份无惧都被感动，每一份付出都被铭记。,0
526,前段时间感觉全过去了，没有人在生病了。最近送娃去幼儿园才发现，很多人在生病，只是不知道该怎样防，爱怎么样怎么样……,1
527,你存于世上，需要两个藉口。一个给自己，用来安心立命。一个给他人，用来安身立命。相同则安，相悖则苦。,0
528,新闻发言人现在很注意形象！,1
529,简直就是荒缪绝伦！不用等到历史书总结的那天，这些宣传新冠就是普通流感，属于一场感冒的专家，那些拍板同步开放的决策者，你们就是中国的罪人！,2
530,给所有老年人打白蛋白吧。,1
531,老百姓压力太大了。,2
532,昨天看俩记者提问后就没看了，看完的告诉一声，有没有记者问有关流调信息的问题？,1
533,想想当初是怎么骂上海的？,1
534,我以为这次开学像三年前开学一样，提着行李就走了原来是我天真了，核酸、行程、健康监测、审批申请等一样不少疫情都放开了，为什么开学时间还会延迟半个多月，为什么还有小道消息说开学审批制出入校,2
535,虽然舍不得海南，还是恋恋不舍回家跨年了。昨天下午2点的五环，堵成狗，从来没有如此欣喜地面对堵车，正常生活又回来了！,0
536,小县城应该比大城市压力小一些，个人觉得。,1
537,同事陆续返岗，见面说的最多的是：“恢复的怎样了？”最近经常接到员工的请假单，其中不乏有“奔丧”，3/4份了吧。不忙的时候也会浏览下微信的聊天记录：同事的前同事突发心梗去世。朋友的交集圈一酒友转阴后返岗当晚家中突发心梗去世。运动圈里更是猝死、病毒性心肌炎的消息络绎不绝。这就是已经预判到的代价吧。,1
538,我就从前个星期开始，连续出现了多天的发烧、头痛、喉咙痛的厉害、干咳等症状，怀疑是新冠病毒感染。没敢去做核酸，猛喝茶水。这个情况我从未告诉任何人，就这样听天由命地持续了差不多一个星期左右。还是天天喝酒加熬夜写文章。结果是，今天起床后感觉所有的症状全消失了，一身轻松。好了。,2
539,继续折磨中国普通老百姓。,2
540,感觉网上济南疫情很严重了。我爹跟阳的轨迹重合度极高，然后给网格员报备，说让居家，且自己去做核酸，简直惊呆了，觉得这社区也太不重视疫情了吧，这可是密接啊，然后今晚接到电话说明天开始上门给做核酸。,2
541,这几天网上舆论铺天盖地的都是刘红英的，正常，那就是在这个场合说错话了。这也让被封控很久的人们找到了宣泄口。人们关注点无非就在她只关注错过孩子的成人礼上，而忘了还有更多的人错过了更多的事！,1
542,我们家一个人没阳为什么。,1
543,杭州机场强迫落地乘客隔离。不让送药，把人赶上大巴才告诉隔离酒店的位置。很多人被送去行车两小时外的千岛湖，住在没有暖气没有网络没有热水的隔离点，在零度左右的气温里。落地的人都是阴的，酒店的员工都是阳的。你们凭什么隔离我们？你们害人，我们是去救人。,2
544,我们的新冠特效药呢？好像也不贵，疫情这么严重，特效药应该发挥自己的作用了吧，还是去我的想法只是梦。,1
545,难道广州要真正做到敢问天下先，认真落实了吗？,1
546,病毒被烟花炸掉了。,1
547,怎么现在还有人在质疑当初新冠的致命性呢？要知道当初新冠肺炎的毒性是现在的40倍，现在致死率已经很低很低了，从开始必死的疫情到现在的重型感冒，那个时候感染了会肺纤维化，这是不可逆的，武汉替所有人承受了第一波最严重疫情，所以真的不要因为吃第三碗饭饱了就说前面两碗没意义了。,1
548,总结：唉，又开始了叽叽喳喳，叽叽喳喳的，一点儿屁事儿比谁的声音叫的都大，叽叽喳喳有用吗，还是看下实际的行动，大家的配合，我们小区正在静默。核酸检测筛选社会面，大家都很配合，社区网络员也组织的很好。5天时间或14天，希望尽快完成清零面吧。,2
549,也许吧，我说也许，人们的心态因为疫情会有变化。以前还纠结老了以后怎么养老，现在好了，可能人都活不了那么老，或者就是带病痛折磨的活着。心态反而更放松了，及时行乐，不留遗憾。,1
550,关于死亡率，全世界都在美化数据。在英国，住院“康复”的人，只有在28天内死亡才会纳入统计。8分之1的人在5个月内死亡，6分之1在6个月内死亡，一旦到了进入重症监护室的程度，死亡率将升至2分之1。我们也不例外，今后有无数人因新冠而死，却不在统计数据中，武汉曾发生过。,2
551,疫情信息与群众感受不一致？官方回应网友反映。童爸点评：不要把群众当傻子。如果不顾及群众的感受，那么就会丧失权威性。,2
552,别的我不清楚，就知道前天单位做核酸，昨天就有10几位同事核酸结果异常，再做核酸，有几位同事阳性初筛，包括我们办公室的一位同事，没放开之前我们单位做核酸是从没出事的。所以话题是想说明什么？,2
553,最近这个风声不太对呀，民生与经济，总要分个先后，非要说个对错，辩论一天都毫无结果，交给时间吧。,1
554,这位大哥讲得不错！官媒都看不下去了，纷纷出来发声谴责！司马南那种碰瓷名人，搞对立，盖帽子、为了流量，无所不用其极、严重撕裂社会的行为，已经引起了公愤。司马南就是这个社会的一大公害，不除不足以平民愤。,2
555,重庆会有这一天吗？,1
556,尊重一下客观现实，又不是掩耳盗铃就能世界大同的,2
557,新冠后的剩者为王，得了新冠后更感觉剩者为王，因为有后遗症，所以更加爱护自己的身体，不爱护的走了，剩下的真的是赢家。晚安。,1
558,这一波新冠疫情，仙逝的老人无法计算。单单著名、知名人士，足够穿越历史时期所有的天灾人祸。富有的，是这样；杰出贡献者，是这样；著名人士，是这样；中产阶级，是这样；无产阶级，更是别样。未来，或许还有更多的老人或著名人士不确定，这是一场史无前例的生与死的斗争。愿上天保佑天下所有的人们，平平安安，战天斗地。,0
559,解封两天又封起来了，到底干嘛。,2
560,反正不管疫情怎么样，普通人的日子还是要过的。今天我也刷了刷社交平台，总体来说不少广州民众还是挺乐观的，海底捞都坐满了。当然，现在你就算想不乐观，那也是不行的了。,0
561,19级好惨，大一疫情开始，大四该毕业的时候疫情结束了，谁赔我这三年多的大学时光？,2
562,多家核酸检测企业应收账款超净利润，疫情之下，在诸多行业面临经营压力的背景下，似乎只有防疫相关的医疗、疫苗、核酸等行业一片火爆。但全社会不可能都去靠防疫赚钱，有太多人或许根本进不了所谓的主流行业，只是在各个小微企业打零工赚钱。,1
563,看见这个标题，让我想起了2020年年初武汉的回归日常。,1
564,梁启超傅斯年表面死于疾病，实际死于崇洋媚外，相当一部分疾病选择西医治疗，就是自寻死路，协和也不好使，一味地用头衔衡量事物，就是愚昧无知的表现。洛克菲勒买通了很多名人恶意抹黑中医，因为中医治病又便宜又快，挡他财路。,2
565,有没有友友康复之后出门吹风就会头痛啊我不知道是因为天气温度太低了还是转阴后遗症现在就是出门离不开帽子,1
566,“我问你啥时候能点外卖，你跟我说别点凉菜。我问你啥时候能出门口，你跟我说出门回来鞋放门口。我问你啥时候快递能恢复，你跟我说拿完快递记得消毒。”你回答的绝绝子，回答了又好像没回答，水平真高啊，政治家们！,2
567,我一点都不觉得恢复正常，所有免费核酸点只给特殊工种做或者直接不开，想要做个核酸还得去医院抢号或者挂号，昨天到今天光是打车去找核酸点加做自费核酸就花了100+，居委天天在追阳性患者，我可不敢去堂食，囤药囤口罩吧！,2
568,"看着大家都欢天喜地开开心心,作为医护人员只能希望这个开心能长久一点,希望不要在不久的将来,或因为重症病人或因为大面积院感,导致医疗系统崩盘甚至瘫痪。",0
569,阳康之后的那些事儿，姨妈离家出走，一言不合就拉肚子。一天到晚啊嚏啊嚏，地上到处都是头发,2
570,压力再大，都要保障好老百姓的衣食住行医！,1
571,周一前能到吗？,1
572,在广州表示一切正常。,0
573,广州也没想到，自己只是第一个彻底实行20条的城市，就受到大家热情感谢。如今的广州并不是放弃防控了，只不过更加科学的分类实施防控，并且广州鼓励家庭自备抗原试剂盒，然后核酸也得自费了。,0
574,防控放开，病毒伤害还在。,1
575,千万别惹开宝马的，因为司机有可能是新冠病毒，副驾驶还放了一兜刚点的凉菜。,2
576,封控第21天，楼都没下过，被一个女的恶心到底了。人性的恶真是恶心到吐。天打雷劈的货。,2
577,所以郑州你过年前还开不开学？,1
578,是的，感觉现在生活已经回归正常。,0
579,做好自我保护，戴好口罩，勤洗手，家中常备药，好好生活就可以了。,0
580,有完没完，学校早就该恢复正常了。,2
581,坐标山东招远，凌晨12点59分窗户一阵闪光，一个大响雷！大雪的天打响雷，预示第二波疫情还是三战开启？,1
582,进入正月就不能剃头了，传统是说会方叔叔，出门去剃了个头，顺便逛了菜市场，发现已经有人不带口罩了，不知道是有事刚摘下来还是有意不带的，难道阳过之后就天下无敌了么。新年疫情,1
583,疫情已经消失，恢复正常生活了,0
584,如果放开了，那大家一定要好好戴口罩，少去人多的地方，懂经方的有经方护身，家里常被仲景方准没错。类似柴胡类，青龙类，如果不幸中招，需要辩证用药。,1
585,今天疫情放开后，把保安都给整不会了，小区的保安大叔最近脾气不好，这几天说话越来越粗鲁，谁不服从他的指令就破口骂人。今天跟他说，现在取消封控不查核酸了，新的文件都出来了，跟之前不一样了。这个保安大叔突然腰杆就不怎么挺了，从意气风发变成了意志消沉。,1
586,压力山大，疫情啊，退！退！！退！！！,0
587,还是今年的炮仗给力，都把病毒和晦气都炸飞了。,1
588,但是没有24小时核酸进不去医院有的店也是需要48小时才能进，核酸点又没了，医院的自费核酸也排不到，真的无语。,2
589,第一次在公司请着假睡老板办公室沙发，这感受太不一样了不过澄清下，也是因为一大早6点起床陪朋友去医院手术，我从松江去到浦东，跟她相距一个半小时距离，等她做完手术挂完水还得进公司晚上聚餐，医院跟家还有公司三者距离太远，还正生理期属实累趴了最主要新冠阳康后还在咳嗽爬个楼梯都没力气，进公司后腿剧痛痛到骨子里。,2
590,都这样感觉，好像回到了2019年了，都井然有序了，真的以为新冠已经过去了。,0
591,疫情阳了，专家们的狡诈，百姓已经看清你们的嘴脸，请好自为之。,2
592,树欲静而风不止，不能不防。,1
593,看着似乎回归早正常又觉得有些奇怪。,1
594,姐姐、老妈依次中招，我被紧急召回！幸好我已阳康，坚信94岁的老妈能扛的住新冠病毒的袭击！车速接近350km／h，车厢基本满员，相信一切都会好起来的！,0
595,真这样就好了，5/6月份就知道了。,1
596,坐标河南郑州，在喜迎2023第一场雪的同时，关于新冠，有个现象不知道大家留意没？2022年12月初刚放开的时候，大家先是高兴，毕竟三年了终于不用做笼中的鸟，高兴的劲头还没过，又担心甚至恐慌起来，即便能买到退烧退热药，身边无论男女无论老少基本都阳了一遍，在月底多数人阳康之后，有不少人开始恢复，迎接正常生活了！,0
597,春节人员到处流动，亲戚朋友外出聚餐，也没听到周边认识的人二次感染（没阳的也没什么事），春节假期都快结束了，感觉病毒突然消失了！,0
598,看看能坚守几天，那群天天喊放开的，立马要转向开始喷医院了。接下就该要进口特效药、疫苗、还得纳入医保。哪点是为了自由？都是为了生意。,2
599,病例数上升时，不戴口罩不测核酸不是勇敢，而是愚蠢。没有哪个战士在打战时，把钢盔扔掉，冲出战壕。,2
600,终于，很开心！可以想啥时候去商场吃饭就去吃了，想去哪逛说走就走，不用每天排长队做核酸保持24小时码了。,0
601,可怜我们这些草民如草芥一般！,2
602,积极响应各项防控措施和要求，做好防护，接规进行核酸检测。当然小城市和县城收入相对较低，如果实行自费核酸检测，在价格方面和大中城市应该有所区別。,1
603,何不有序放开呢？上班族阳了，孩子阳了。收银员、快递员，成了病毒的传播者。阳了的人，应该停下脚步，痊愈了再出来吧。,1
604,封了一个月的感受就是，这一个月我活动的距离就是床和凳子，日夜颠倒，近乎发疯。我感觉比疫情更可怕的是我的精神消耗以及日渐增长的年龄却看不到未来，所以，现在这样子回归日常，虽然也会紧张，但是更多的是打心底的自由，自己会更加防护好自己的，希望彻底的自由就在前方!,2
605,新冠居家的第八天，重获新生，有种不知今夕是何年的恍惚。过程中发烧鼻塞咽痛的折磨，加之不知道何时发生的后遗症，正在摧毁着人们的信心。疫情让人身心俱疲，几十亿人口在小小的病毒面前，溃不成军。愿山河无恙，平安喜乐，来日方长。,0
606,按照这个图颜色从南到北，三个月应该可以全覆盖。奥密克戎我们准备好了，你受死吧世界杯结束后，应该会迎来一个美好的春天吧！,0
607,免疫系统：这把高端局。顶住，千万别拖后腿。不想去历劫！,0
608,害怕，疫苗为什么奇奇怪怪？首先我的身份证从来没丢过，不存在被别人用，我第三针根本没打，而且我第二针和第三针.上面时间是三个月?怎么可能三个月就打啊，然后就是第四针“省外”天，我真的无语住了，我第三针都没打哪来的第四针，今年其实七月份我就去湖北这边医院查了，她说让我去青海自己把这个信息取消掉，我是在青海上学，但是因为疫情特别严重，到现在也没开学，我真的好无语好无语好无语。新冠疫苗第三针我该怎么办，我到现在都没开学，我突然就好慌好慌，我还有点害怕，我害怕我害怕我害怕啊啊啊,2
609,有学生发烧，试剂盒测不出阳，不知道是不是新冠。有没有一种可能，这次新冠试剂盒测不出。,1
610,新冠防控真的只有“封闭”和“放开”两条路吗？网络上对于“放开”的定义等同于躺平，甚至对持放开。,2
611,我们的数据是掩耳盗铃么？为什么我们身边的每个人，走的走，火葬场来不及火化？,2
612,路上至少80%的人没戴口罩了，但是很担心第二波，所以出门还是会戴。,2
613,做好日常消杀工作的同时，也要注意消防安全。,1
614,深圳什么时候能跟上，脖子伸长了期盼了一天，迎来了辟谣。有些学校和小区已经不看24小时核酸，绿码即可，可是公交地铁还要48小时的核酸。如果真的不要求了，那就不需要做了，核酸点也就不用存在了。但是现在是反着来的，撤核酸点，但是很多场所还要求48小时核酸，这就离了大谱了！,2
615,疫情退散！远离！远离！远离！从来没有被隔离过！最近距离一次隔离！新冠撤退！,1
616,中国调整了自己的疫情防控政策，正在穿越疫情的火墙。不管是否同意，在这个时候外国都不应该老是对我们指指点点。,1
617,比之前两个月天天做核酸还绝望，开心的只有本地人和想直接放开的。我不想回家路上被感染，不想如果感染还祸害家里老人。但是现在完全不受自己的控制，也不知道落地之后当地说的居家隔离会不会真的变成集中隔离。如果真的能回到19年，不想再在外地读书。,2
618,这几个魑魅魍魉在这逼逼赖赖什么呢？水平这样还能做到这个位置？害，郑州完了。,2
619,不强制执行核酸检测可以，但能不能增加多几个核酸检测点啊？去医院三天三检也考虑一下病人的需求啊！,2
620,家里燃气灶坏了，找售后报修，售后小姐姐用沙哑的嗓子一边咳嗽一边问我:你阳的还是阴的？阳的师傅一会就能来，阴的话暂时没有师傅能去，要等明后天看情况。,1
621,具有时代特色的看图写话。,1
622,甚至，世卫组织也面临胁迫。外交部：望世卫科学理性判断中方防控成效，客观公正发声外交部：望世卫科学理性判断中方防控成效，客观公正发声,1
623,疫情三年，很多人活通透、想明白了，买房真没租房划算。非要买房，得到的是面子，失去的是一生的自由，半辈子要还房贷。对于车子，也不追求昂贵的，打车还省钱，不用考虑停车、保险、加油等一系列费用。或者选几万块钱的新能源车，能开就行。大家再也不做无谓的攀比，对曾经追求的面子和虚荣，失去了兴趣和耐心，不想花半辈子的代价去追寻身外之物，过好生活就好。,0
624,很多老人小孩儿病人还没得呢，告诉他们好提前防范。,1
625,不用各处扫码，随便堂食。回归正常的生活真的太舒服了！,0
626,楼下班发烧十几个了，瑟瑟发抖中。,2
627,现在大家都不戴口罩就令人担忧啊。,2
628,什么鬼怪病啊！我新冠康复已经快两周了，自己觉得恢复得差不多了，今天跳了刘耕宏40分钟，是我以前经常跳的操，跳完竟然心脏不舒服！,2
629,春晚2023今年春晚观众没有戴口罩阴霾散去，阳光终将到来。,0
630,可是真的很担心啊，自己无所谓，家里老人真的很担心，怕新一波。,2
631,新冠白肺如何预防和预警？能治愈？,1
632,我不再记录这些数据了，除了个别省份，目前已经几乎都无意义了。只要看看河北的曲线就应该明白了。所以国外到底感染了多少人，实际上要在统计数据上乘以n。你觉得n应该取几？,2
633,老同学在解封后就奔工厂忙订单去了，生病有什么好怕的，广东人只怕搞不到钱。等着瞧吧，越穷越落后的地区越愿意坚持清零，毕竟搞经济的难度可太大了，坚持封控多好啊，不用管招商GDP增速这些发展指标，还能通过盖方舱分猪肉。最后还是有钱的和有钱的玩，没钱的报团搞层层加码。,1
634,疫苗依然是最有效的武器，后面一旦放开，感染者会爆发性增长，随着时间推移可能迟早会被感染。群体免疫是虚幻的想象，病毒会一轮又一轮破坏T细胞，破坏大脑、心脏、肾脏、神经、血管，不过是能撑几次的区别。但疫苗只能降低重症与死亡率，对避免重复感染效果很差。最好的手段是不被感染。,1
635,我这后遗症整得我生不如死。,2
636,就是掩耳盗铃,2
637,去了一趟医院，感觉太难了，放开带来的冲击力。,2
638,小学生复课了，才算真的回归日常了！,1
639,最近身边戴口罩的人少了很多，我感觉我周围大部分人都阳过了。下了地铁进入办公区已经没人戴口罩了。,1
640,这就是中医中药带给新冠患者的价值一老病人爷爷，八十多岁，淋巴瘤化疗后，又感染新冠肺炎，而后卧床不起，饮食不进半个多月，打针输液状态越来越差。伴偶有咳嗽，疲倦乏力，周身酸痛，大便稀溏。予以人参败毒散合附子理中丸加藿香叶。五剂，今天反馈，已可以起床，可逐渐进食了。不得不说，结果破让人振奋！给中医中药点赞！,0
641,必须给江西抚州东乡点个赞，核酸检测是对的，毕竟春节期间，人口流动比较大，可惜.可惜，在放开的情况下，显的比较突出,0
642,还有半个月就回国了，希望广州疫情能赶快过去！,0
643,什么时候全区恢复堂食啊？,1
644,要是没钱的话，给生物医药企业定向收税吧。,1
645,清零派与共存派都基于自己的见识与立场有着各自的说辞和观点，你来我往不可开交。不如恺撒的归恺撒，上帝的归上帝，保留争议，包容异己，尊重彼此，管好自己。让时间和实践去检验真理。,1
646,哇！原来微博还知道呢。,1
647,这一条有调研的微博，经过对我周围人的调研，阳后一个月姨妈普遍推迟5-10天，我推迟了9天，这是否会对人类的生育产生进一步影响还待进一步研究。,1
648,疫情蔓延，何谈日常？,2
649,不满意这些人是正常的，反正现在他们已经不怎么让人相信了。,2
650,不是你压力大给谁看吧，说这个想让群众体谅自己自费做核酸？你干脆把转运时候的车票也收上。,2
651,祝咱们的粉丝没阳的都不阳，阳了的早日康复。,0
