,text,label
968,静态不如放开，反正都是民不聊生，真的不懂这样三番五次的静态意义何在，难道新冠在一天，我们就要被折磨一天？这样把人整的要死不活的，其实还不如直接赐人一死！真的该放开了，没得意义的这样！支持放开解除软禁！这样下去真的要活不下去了，精神经济全部被摧残的一塌糊涂！！,2
969,新闻导向终于醒了，太不容易了。但是现在说这话为时尚早，短期内病例增加是必然趋势，三个月内管理部门和医疗机构要严阵以待。从以上媒体引导，依然看到的是缺乏科学素养和逻辑思维，报道只为上、不为实，中国的基础教育、科学教育、法治思想任重道远。,2
970,警方出面都找不到施暴者，请还医务人员公道，真是让这个职业让这个社会寒了心！,2
971,疯狂的人们都沉默了，但沉默的背后又有几人在悲伤呢？保持对生命的敬畏，一个人的生命也是生命。不要理所当然，不要当做大海里的一滴水那样无所谓与事不关己的漠视。人类在进步，但牺牲者需要被记住。仅仅记住就好，因为除了这些，你也做不了其它。,1
972,我咳嗽一个多月了，什么症状都经历过了，估计岁数大的话早就挂了。,2
973,最近接触了一个新冠之后肾衰，以后要长期透析的人。一个服用P药之后肾衰，以后要长期透析的人。一些新冠之后肺功能不行，需要长期使用家用呼吸机的人。人生剩下的时光只能去能透析的医院旁边叫自由吗？人生剩下的时光不能离开呼吸机叫自由吗？,2
974,日常个屁啊，核酸点是取消了，办事机构的核酸要求都没取消，试问有几个人时刻有24小时核酸。,2
975,莫名奇妙冲上热搜后的保定！到底发生了什么？,2
976,真是坑爹啊，一步一步陷入深坑。,2
977,早晨起床后，咽喉红肿，测了下抗原没有复阳，赶紧下楼买了一瓶56度二锅头，用鼻子吸，而后又出去跑了10公里，缓解多了。身处高浓病毒环境下，虽然体内已有抗体和免疫细胞，也不能大意，必须尽可能将病毒歼灭于摇篮中！,1
978,为什么对自己人永远比对外人要狠？,2
979,美国老同学寄的辉瑞已到车后备箱经过这几天的治疗奶奶已经很明显好转没有不好的症状过几天就可以出院了希望每一位中国同胞都可以安稳的度过,1
980,最近没有听说发烧的了，不过同事前几天拉肚子，肚子疼。还是要注意防护。,1
981,这疫情不知道何年何月才能结束呢？,1
982,现在不管是小县城还是大都市，我们活着的压力都大呀。,2
983,这半个月最开始来的是发热畏寒身痛乏力的，后面几天来的是饮食不振昏昏欲睡的，到近期多少咽干咽痛心悸胸闷的，新冠似乎分步骤一般，看完第十版试行方案，还是觉得在叫我用麻黄桂枝，药价是涨了一批又一批，老王在说老刘没远见没多囤药，老刘说还涨价就关诊好了。预见性这个能力，活大半辈子都没能好好掌握，我们真的只是凡人。,1
984,部分人没得核酸，部分人不核酸，部分人自己抗原测，很多去医院的因为某种原因被拒或者医院停诊，所以你说呢？,2
985,民众宁愿相信吃药，也不相信自己的免疫力，可笑，我只能说，这罪，受得活该！,2
986,冰冷的夜，寒冷的雨！我在疫情防控卡口值守！,1
987,我知道小县城抗疫压力有多大，但我不知道大城市抗疫压力有多大。,1
988,内地居民可以前往澳门去接种复必泰mRNA新冠疫苗了，那非澳门居民接种需要准备哪些证件呢？,1
989,广州回归日常才是我想要回到的日常，点赞。,0
990,上一轮后遗症到现在还没好,2
991,人类与微生物icon的关系好特别，疫苗，杀菌剂，抗生素，抗病毒，一步一步的较量。没有一步是容易的，有时看似表面赢了，但又没赢……生命不息，战斗不止。,1
992,希望缩短疫苗接种接种间隔，开放第四针和未来周期性接种，自费总可以吧。,1
993,本防疫厌烦者开心得睡不着。,0
994,昨天中午小区核酸点撤除，只做了一上午核酸据说就有6管异常。停止核酸也就是社会面不再检测出阳性，真的要靠自己的免疫力了，也许过一阵子四处都是阳，却无人知晓，只能慢慢调整好自己的心态。封了20多天，今天打车去越秀上班，车流量并未回归疫情前夕水平，早高峰一路畅通。,1
995,突然发烧，症状跟之前一样，难受。,2
996,下午监考回来，看见领导没精神的躺在沙发上。一问，果然阳了，发烧浑身酸痛。看来都躲不过去了。,2
997,受此影响，可不可以说说我们的生活压力有多大？,2
998,千万不能一刀切！采取“一刀切”的疫情防控可以说是不负责任的！,2
999,好多人后遗症还没好呢。,1
1000,带节奏说疫情很严重的，你真的在广州吗？,1
1001,康复后第一次健身和吃家乡味道一切都在慢慢恢复加油！希望2023能有个好的身体，家人也是共同面对，加油。,0
1002,感觉正常生活正在回归中～,0
1003,哪怕是发烧对我们有基础病的就是一次的伤害，更不可能说会完全康复，只会加重病情……有些人吵着说新冠没有任何伤害性就是感冒……那好吧，我们就活该被牺牲……自己做好防护有用吗？人员密集的办公室除了自己没有一个人戴口罩？先把基础政策做好吧。,1
1004,谁在夸大病毒危害？谁在从中获利？,2
1005,阳后感觉状态更好了，感染了个好毒株，胃口好，睡眠好，精神好，今天献了血，还干了几台手术。,0
1006,其实更应该问：百姓的压力有多大，地方政府的压力有多大。地方政府的口袋有没有空我不知道，百姓的口袋很多已经空了。,2
1007,至于我是不是说大话，大家一试便知，都是我亲自实践过的，我的家人朋友按照我的方案，症状都很轻，能轻到什么程度？看图，方案就在我置顶的第一条微博的图里，大家在家就能做，新冠不过是喝喝热水，泡泡脚，吃点水果的事。,1
1008,有些不能说，只能放在心里，相信大家心里都清楚，所以开放的新冠死亡人数是不准确的。不止是老年人，身边也有30左右的年轻人，大家不要掉以轻心，感染新冠后一个月之内不要做剧烈运动，不要受凉。,1
1009,阳阳第三天我不发烧了，进入到咳嗽的队伍中，我妈开始发烧了，老天保佑，让她发一会烧就退了吧，千万不要咳嗽。,1
1010,"几个月没玩微博，因为今年也是千薪万苦的一年,低声下气的一年,求爷爷告奶奶都没能进步的一年心累的一年，希望新年钱兔无量！",0
1011,三年的疫情，得利者赚到了别人一辈子都赚不到的钱和无工作无收入的百姓形成了对比。,2
1012,非常大，压力非常大，做核酸的人激增，老百姓快扛不住了。还是要改变一下做核酸的政策。,2
1013,坐标河北保定，我就是出去买了一次菜，第二天出去买了一次蛋糕，第三天出去倒垃圾，第四天出门打水，现在正在阳中，我们家老大今天开始嗓子疼，我都不知道怎么感染上的？是不是买的东西携带病毒？,1
1014,广州，始终走在前列。取消全员核酸，取消低风险封控，恢复堂食，各场所逐渐不查核酸。真的很棒，给广州点赞。当核酸沦为赚钱工具时，就已经变味了，没意义的核酸就该停止！看着广州恢复烟火气，这座我曾经待过的城市，逐渐重回生机，真的很好！,0
1015,我觉得这个倡议好。在此倡议大家，疫情期间共同做好如下事项：1.垃圾处理规范起来，居家期间产生的生活垃圾均需暂存居所内，做好消毒消杀，后续由专门人员上门收取后，严格按照医疗垃圾或者涉疫垃圾进行处置。2.两点一线宅起来，倡导您随时科学规范佩戴口罩，做好个人防护，做到不扎堆、不聚集，在社区内有序开展活动。3.防控意识强起来，也呼吁各企事业单位员工非必要不出门，非必要不出小区，非必要不到岗，最大限度减少人员流动、控制人员聚集。4.防疫药品备起来，提示您家中可储备一些缓解普通感冒症状的药物以及中成药（连花清瘟胶囊或颗粒等）。如出现发热等症状，也可适当服用药物。购买抗原试剂盒，必要时进行抗原自测。5.少量物资备起来，为减少快递外卖人员接触，建议大家储备少量的物资，如方便食品、自热火锅，或便于储存的水果蔬菜等。,0
1016,死亡病例已高达59938例，还不赶紧注意一下你的身体死亡病例已高达59938例，还不赶紧注意一下你的身体,2
1017,刚经历了一场为时2个月的疫情，真心体会到了小城市抗疫的巨大压力。在此，从个人角度来谈谈这个问题。小县城抗疫压力大，一是因为没有经验；二是没有专业的人才。无论是治疗，还是流调溯源，都有点业余。更搞笑的是，现在要求商铺安装监控，不然不许营业。,2
1018,病毒在地球消失了，他去火星了,1
1019,刚才坐地铁，车走了有两分钟面前一个咳嗽的，越来越厉害，旁边人都走了，我也就换了一节车厢，站了一会儿一个人接电话说，前天和昨天有点发烧，然后这个座位附近就没有人了。,1
1020,我得晒姨妈啊，新冠后姨妈出家十二天（之前都特准时），今儿终于来了啊，啥感觉，整个人都通透了！,0
1021,在大自然面前，人类还很渺小更非无所不能，天地不仁以万物为刍狗，任何挑战自然规律的行为都会被反噬。家庭才是抵抗灾难的庇护所，互相照顾彼此依靠才是家的意义，比赚钱更重要的是活着。我们没有打败病毒，只是病毒放过了我们。也许它早就放过了人类，只是人类不愿意放过人类。,1
1022,我普通话一乙，下次稿子让我来念我愿为领导分忧。,1
1023,这两天关于疫情的热搜，和核酸检测的热搜…风向好像是在告诉我们，以后全民核酸也要掏钱的意思？？？,2
1024,广州这叫回归正常？广州这叫摆烂。什么是正常，比如像我们宁波，比如像杭州，比如像深圳，这才叫正常。每天感染人数不超过100，进入公共场所需要查72小时或48小时核酸检测报告，可以堂食，公共交通不停，工厂不停，学校不停，民生没有影响，这才是正常。,2
1025,理一下，说起来就是两夜、一天，算是轻症吧：12.28.傍晚，体温37.6°c，下肢有些微酸涨。晚八点多时，下肢有明显热感。12.29.天亮前体温接近39度，上午九时许，体温38.4°c，服泰诺林一粒。至晚上九时，几次测温均在37度多点。略感身上酸痛，脑子有些浑浊，无其他不适。食欲、胃口正常。抽烟味觉正常。,1
1026,一方有难八方支援，又一车菜出发了，菜不要钱工人不要钱，村子的人们一听见给捐菜了，都自发的来帮忙砍菜！,0
1027,身边没阳过的同学这两天又开始陆续阳，但是我觉得不会比2022更差了，我真的觉得一切都在好起来。,0
1028,让子弹飞一会，等两周后再来看看。,1
1029,口罩厂家倒霉了,1
1030,阳康了，但从昨晚起突然后背酸痛，呼吸都疼，影响呼吸了，嗓子里一直觉得有痰，一直咳嗽,2
1031,"因为疫情关系期中考试推迟了一个月,我感觉压力很大（最近又要封城）。",2
1032,郑州被赋红码路宿街头的薛先生写了情况说明和承诺书，核酸做了7天都是阴性，因为红码给人带来多大生活困扰和不便，我就奇怪郑州领导干部为什么就体会不到呢？乱赋红码毛病为什么改不了？郑州是这也会那也会就会乱赋红码和踢皮球不作为推卸责任吗？,2
1033,作为药品这样特殊的行业，不能无差别售卖，不能按需购药，着实让我咋舌。我现在很气自己当时为什么要听药房的人放屁，就应该直接挂电话。,2
1034,口罩自然不敢摘，生活恢复正常了。,1
1035,广州能不能取消场所码，像以前一样，真的别学深圳了，越学越魔怔，先取消地铁场所码吧！,2
1036,衣食无忧的贵公子，向衣衫褴褛的难民讲述自己三天不能食龙虾鲍鱼的痛苦。健步如飞的人，向伤病卧床不能自理的人，诉说自己指尖划破了皮，生活不便的痛苦。就问大家感动不感动？,2
1037,多家核酸检测企业应收账款超净利润，看到这张图，我麻了，我真的麻了，真不知道该说啥了。,2
1038,奥密克戎你牛波一，给姐烧到四十一特别前三天我的床单就没干过，不烧了之后隔不到两小时就又开始，每天你都在反复发烧的焦虑和潮湿的床单中过活而且根本没胃口吃东西，吃也只想吃挂面汤，那几天顿顿挂面汤头发油到直接定型，跟抹了发型喷雾似的到现在身上也没劲，拉屎都使不上力。,1
1039,下午排队两个多小时做自费核酸的广州胖友，核酸结果出来了。和免费核酸一样，也是第三方检测机构做的，度娘了下，是家上市公司。在社区免费核酸，和去医院自费核酸，检测机构其实都是一样的。,1
1040,核酸点都停了，医院也不做核酸了，哪来的病例呀！我同事发烧自测阳性不上报社区，自己居家隔离，公司既不通报也不上报，办公环境也不消毒，还要求大家正常上班。公司在CBD，同一栋楼里还有领事馆，就是这么牛。,2
1041,开心！,0
1042,普通老百姓都知道去年夏天就该放开，我们12月才被迫放开，有什么可吹的，这不是马后炮，去年夏天太多人就呼吁放开了。,2
1043,张医生，我比你更急。我朋友的姥爷，快80了，本身有严重肺基础疾病，每天要吸10个小时氧的那种，感染了新冠后，按照我说的，多喝热水，果汁，泡泡脚，就这么轻轻松松快要过去了，用痰测的T值都很浅，从胃口不好，到今天开始有胃口，区区5天而已。新冠也就喝喝水，泡泡脚的事，被你们整那么复杂，我比你更急。大佬们，看我一眼吧。求求了，可以挽救很多老人。,1
1044,怎么说呢，何不食肉糜吧。当疫情被封在家你在担心生存问题时，有人在为没有为女儿过上18岁生日的深深自责，我相信刘主任作为一个母亲真的很自责，毕竟她不会担心下个月发不出工资，这就是人与人的悲喜并不相同。,2
1045,服了，20，21年最严重的时候也没说出门要看各种几小时内核酸码，也没天天核酸，只看绿码或者测体温，也没有说动不动就把人关个七天半个月的，那时候过年我出省回老家也从没说异地隔离，前两年还能放假出省各种玩，对于我来说现在放开和前两年没区别，那些怕的人怎么的你20、21年没经历过?,2
1046,这是可以上热搜的吗快撤了吧影响不好。,2
1047,个人的一点想法，没别的意思，别锁起来………,1
1048,确实需要关注偏远地区和基层人民的抗疫保障，全国一盘棋，一个不能少。,1
1049,郑州疫情趋稳向好，正处于拔点清面攻坚期和关键期。,1
1050,都有死的了，别不当回事！,2
1051,只能说都挺难的，武汉也一样，满勤的核酸，整个十月就这么过去了。,2
1052,你没区别了，不代表别人没有经受苦难，现在连提醒都不行了，精致利己没良心的人。,2
1053,唉！疫情当前大家都不容易呀！老百姓更不容易。,2
1054,不确定性、“黑天鹅”，是最令人头疼的。新冠疫情发展、俄乌冲突发展，在当下依然具有严重的不确定性，可能浮现“黑天鹅”，引发一系列连锁反应。新冠疫情发展、俄乌冲突发展，难以准确预测，给人心态上的阴霾着实挥之不去。,2
1055,目前的政策是非常合理的。首先技术上办不到，其次财政上不支持。所以没什么好说啦。气溶胶这些东西都是无用功，除非你挖地洞，否则还是得出门的啊。,0
1056,我不知道小县城疫情压力有多大，我只知道我好像适应了疫情的生活，每天看到全国各地疫情的数据，真的，我无比讨厌这疫情。,2
1057,放开没啥，就是又开始塞车了，我也好想堂食，等开门中。,1
1058,对房地产市场，避而不谈，视而不见对股市市场，用脚操作，用脚回应对防疫抗疫，勿需组织，自我担当对专家进言，置若罔闻，方有人生世上从来没有什么救世主觉悟和醒悟告诉生命自信自强是永恒不变的真理。毕竟，生命只有一次不要轻易、随意被谗言所惑、所蒙蔽任何时候，最解压、解气的有效途径除了自己，就是父母和温暖的白开水。,1
1059,"广州是试验田。成，是疫情过后的武汉，败，是疫情开始的武汉。现在身边人不是囤药就是离开广州，前几天我不做核酸给我附黄码，刚才发现自动改为绿码，可笑！""",2
1060,母亲去世后的第一个春节，总是觉得母亲还在老家等着我回去，总想要给母亲打电话，总是觉得要准备母亲喜欢吃的食物每次回家都跟妈妈一起聊天吃饭，说着自己的生活，说真的，也会知道母亲会离开我们，但没有想到这么突然，疫情害死了多少人没跟我说上一句话去年过年的时候她老人家还那么好，能唱能跳，历历在目人真是太假了，一口气上不来就没了，哎。,2
1061,每晚供灯礼佛，灾厄远离，小人退去，疫情结束！,1
1062,放开之后能挺住了，广州就是一个了不起的城市，没有之一,1
1063,第三天，昨晚睡觉前吃了布洛芬，出了一宿汗，烧退了，嗓子发干，痰多。没什么食欲。浑身疼痛，尤其肩颈，腿肚子部位。闹肚子，但不是特别严重。今天已经比第一天轻快很多。,1
1064,如果我现在没阳，我真的就信了，悲伤。,2
1065,希望大家都可以平安健康快乐!,0
1066,每个人都是自己健康的第一责任人，一个新冠时代过去了，全剧终，感谢国家保护了自己三年！致敬所有的最美逆行者们！愿今后平安康健，岁月静好。,0
1067,已经过去了，感觉消失了。,0
1068,既然优化调整疫情防控措施已是大势所趋，逐步放开已成为必然，那就坦然接受吧:个人防护不放松，当好自己健康的第一责任人；心理上不焦虑，相信政府、专家对奥密克戎及疫情形势的综合研判，相信科学，更要相信自己！,0
1069,坚持抵制封控日子,1
1070,在国内最爱的城市就是广州，果然没有辜负期待，又羡慕又开心又汹涌澎湃又想流泪。广州挺住！暗夜之光！,0
1071,睡不着写了一个阳过13天的亲身经历、希望能帮助到那些还没阳的人，愿我们都能早日渡过这段难熬的日子…,0
1072,结婚四个月了，我俩在一起连着没住过超7天，后来又因为疫情，封校封村，我阳他阳，好家伙，今天可算找到点我俩是结婚了的感觉了。,1
1073,官府大小姐生日宴当天哪来的一帮刁民在大门吵闹。,2
1074,把我楼下的铁皮拆了，我天天出门要绕一大圈，傻嗨！,0
1075,终于露馅了！美国在研究病毒新变种，他们不断制造病毒，靠疫苗敛财，天天贼喊捉贼，无耻至极。三年了，他们不想停下来。该死的新冠病毒，什么时候才能消失！,2
1076,结束了吗？只有我觉得这两年是最美好而开心的吧最爱这两年的我们幸福快乐我们的宝贝一岁了。,0
1077,如果你们阳了，你们公司还要你吗？房东还会让你们住在出租房吗？房东也是有老人小孩的，万一你阳了，不要怪房东把你赶走。,2
1078,搞笑，你掏了几个钱。,1
1079,都说白沟那边的病毒毒性强，我不信邪，前天见客户去了一趟，结果晚上回来就觉得嗓子发紧，鼻塞还不停打喷嚏，测了个抗原两道杠，半夜开始发烧，昨天一天烧得欲生欲死，脑袋像是被电钻钻了，嗓子像被砂纸反复摩擦，眼珠子都疼。,1
1080,疫情已经消失，恢复正常生活了。,0
1081,郑州可真是让人失望的城市，本来是打算在这里就业的，但现在一看，这个城市真的留不住人。,2
1082,还是不敢出门不戴口罩，感觉摘下口罩吃饭都会莫名其妙被别桌感染发烧。我可不想动不动就发烧两三天，难受死了！谁制造的病毒还我美好生活！,2
1083,后遗症太难受了，不想吃饭觉也睡不好。,2
1084,国家尽力了，该自我负责了。需要清楚这个全人类都被深刻影响的传染病，往好了说致死率底，像小感冒，只需居家隔离。往大了说，这个传染性极强，人类社会国家组织无法控制，医疗资源难以应对。不管是中外还是官方民间各种说法，起码新冠疫情是个客观严重事件，不应该想当然以为所以然。,1
1085,后遗症折磨我，身体大不如前，难受。,2
1086,回归正常就好，不然被封的好苦，没办法好好生活，加油！,0
1087,回归你个屁啊！,2
1088,还肺炎呢，跟肺还有关系吗？,1
1089,xbb.1.5都查出7例了，外防防了个寂寞！悲哀！,2
1090,为什么我们买不到退烧药？今天看朋友圈，有人发卖布洛芬和孩子用的退烧药。,2
1091,小县城的抗疫压力大，容易搞一刀切和层层加码，这都是正常的，可以理解，但，小县城里生活的人们的压力不大吗？动不动一刀切，动不动全域静默，动不动每天都在做核酸监测，人们的工作和生活哪方面不面临着压力？现在有消息称多数核酸检测企业净利增长翻倍。,2
1092,是不是所有创造不出来经济价值的人都该死啊？所以我们只能眼睁睁看着一个又一个有基础病的老人因为新冠去世，一个又一个需要透析但是去不了医院的人耽误了病情离世，不是说好了要关爱老弱病残，一切以他们为先吗？那儿童医院门外4000元一瓶的美林又是什么呢？接下来又轮到谁了呢？是春运过后乡下留守的老人吗？还是苦苦买不到药的穷人呢？这是在进行着什么淘汰制度吗？是这些人就不配在疫情下活着吗？这个世界好残忍。,2
1093,"现在的北京,人命最不值钱呀!全北京只有5个医院有ECMO,全都饱和，一天天的。求求了！专家们，你们看看吧！",2
1094,钱花完了，疫情也该结束了吧？自费核酸对有些人来说不算啥，对有些人来说那可是一顿早餐钱，一天的公交车费，孩子的几个作业本钱，一天的电费，一周的水费……做点啥不好，花钱让人家棉签捅喉咙。,2
1095,说明免疫力高了抗体慢慢的建立起来了这是好事呀！,0
1096,身体没有不适，还一直是俩杠，也不敢出门啊！,1
1097,每天看广州疫情，感觉没有太多人讨论发烧，整体稳定，也没有看到买药难的留言，感觉广州整体管理的水平比如药店那些秩序都不错，虽然前段每天新增第一名就是广州。一搜索保定，北京疫情感觉很多人说发烧。所以还是可以继续研究气象，温度，环境，湿度等影响。,1
1098,抗阳中的老爸，令我心如刀割。自我安慰：78岁了，也是到了高龄。新冠疫情，无法阻挡。用尽我所能做到的。你对我的爱，不会中断，我会感受到的，无论你在哪里。你的真诚，聪明，豁达，无所谓，与人和气相处……这些都是宝贵的。,1
1099,第一波感染高峰已过，有谁像我一样没感染过的吗家人，同事朋友全感染了，只有我天选打工人。,1
1100,昨日花了四元做了一次核酸检测，计划今日出去玩，变化成寒风中排一个小时队做一次全员核酸检测！郑州警车开路引入870人让徐州人民天天全员核酸检测，浪费巨量的人力物力！,2
1101,翻译一下：危险！,2
1102,新冠除了发烧，咳嗽才是最要命的。十几天了，还在咳咳咳，啥时候才能好。同事去医院看，医生就让他抽血、照CT。我可不想去，这段时间一直煮冰糖雪梨，川贝南北杏桔梗陈皮煮苹果，花椒蒸雪梨。希望早日康复！,0
1103,班级里十多个高烧的小朋友，也不知道什么原因都没来，不开心。,2
1104,好棒的发布会，醍醐灌顶，看完才知道我是奴籍，天大地大，千金生日最大，已经在给公主磕头了。,2
1105,掩耳盗铃算是被你玩明白了,2
1106,是时候朝着新生活，大踏步前进了！,0
1107,马上出门报复性刮彩票，刮到手累，放开太好了！,0
1108,广州回归日常是暂时的，当然也期望能长期的。回归日常关键是市民要懂得日常防护，在家做好快测再出门，别让来之不易的，回到过去。,1
1109,我后遗症还在，稍微一运动就喘得不行，偶尔还会气闷，吃了一个月的中药了，哭泣。,2
1110,活久了确实啥都能看见。哪怕只是在一年前，那时候照样是疫情中，谁能想到自己有生之年会看到短时间内十几亿中国人一起发烧一起闯关抗瘟疫?翻遍中华上下五千年史书，都找不到比这次规模更大的疫情。,1
1111,核酸证明：昨天以前，要核酸做证明；今天以后，要证明做核酸。,1
1112,去哪都不用扫码，也不用核酸了，爽死!,0
1113,再也不得瑟了，38.7了。,1
1114,回歸日常？先把學校解封了再說吧！什麼時候交通不要48h核酸碼的時候再說吧！,2
1115,难道不是因为广州很多医院门诊不开吗？,2
1116,恭喜！广州敢为天下先,0
1117,啥时候河南也能回归正常生活啊，天天早上7点核酸真的冻的顶不住。,1
1118,不容易啊，在家做做副业吧，临期仓是最佳选择！,1
1119,比病毒更可怕的是有人不希望病毒结束，人心比病毒更可怕，这是条利益链。,2
1120,一定要当心，新冠疫情不是你想的那么简单，再说一次，那些盲目“开放”的城市，用不了多久就会被病毒打的头破血流，并且成为防疫抗疫的罪人！,2
1121,实在忍不住了，把地暖空调打到最高，洗了个头！第一次觉得一头蓬乱的发竟然那么美！比那油腻贴着头皮的样子美一百倍！药还在吃，静等头疼继续发作。,2
1122,买了两盒连花清瘟备着，谁知道阳了之后也没用这玩意。谁如果有困难，很需要连花清瘟。我可以免费给你！,1
1123,封住嘴有什么用啊？,2
1124,阳过的根本不用担心。在美国XBB只是把那些没阳过的阳一遍。以前阳过的人还没听说谁再阳的，当然可能症状太轻，没感觉到。,1
1125,新冠的症状，是心里问题，专家说的。建议老胡去看精神病医生，一方面可以治新冠，一方面可以不挤普通医疗机构资源。,2
1126,能不能快进到全国回归日常？三年了，够久了，荒诞也太多了。都知道不可能回到过去了。可仅仅想重新开始过正常的日子，给自己的一个奔着着确定性去生活的出发点，不过分吧？,2
1127,放假前第一波全阳最近开学了都在复阳了感觉一直就没好过……,2
1128,只要没人放毒，就不会再有病毒。,1
1129,杀我别用亲情刀。今天是爷爷离开的第三天，到现在都感觉像是一场梦，无意看到了奶奶给爷爷的手机充电，爷爷的手机屏保和壁纸都是我。前天给爷爷收拾东西的时候奶奶拿出了一个红包，跟我说这是爷爷给我准备的过年压岁钱，可是他再也没办法给我了希望天堂永远不会有疾病，不会有分离，不会有遗憾。,2
1130,疫情就此结束吧。,0
1131,愈演愈烈，我们骨科病区今天正式开始接收“新冠感染”患者，21年工龄的骨科大夫要开始干内科了！,1
1132,请问政府各位领导打了疫苗为什么还有新冠呢，变异？那我家里的老人家打还是不打呢，打了可不可以保证不会感染新冠病毒喔。,2
1133,熟悉的铺子，亲切的味道，笑容可掬的老板，心心念的驴肉火烧，久违的烟火气，又回来了，平静的生活真好。,0
1134,为了我嗓子，我妈偏方都给我整起来了每天还要一直背书，希望我春节的时候嗓子恢复，继续叭叭叭,1
1135,能不能把快递通了。,2
1136,生活在这个社会最艰难的两点就在于，第一，很多宪法赋予的最基本的权利，需要靠申请或吵闹甚至斗争才能获得；第二，旁边有无数傻子在诅咒你为什么要去争取正当权利。与傻子共存，比与病毒共存难多了，内耗太大了！经常怀疑自己是否在正常的人世间。,2
1137,总结：要降温了，大家做好保暖工作。,1
1138,这个话题，是为核酸收费找理由的吧？,2
